affinity_name,status_report,offer_number,policy_number,zipcode_link,zip4,birth_date,brand,date_offer,date_request,policy_start_date,premium,buildyear_car,buildmonth_car,wa,wa_bep_ca,wa_ca,updated_on,,
Insuro,Calculatenewpremium,6388,NA,12594,3142,Nov-94,RENAULT,11/12/2019,NA,NA,796.44,2007,February,NA,Y,NA,11/12/2019,,
Insuro,Calculatenewpremium,6389,NA,10561,3014,May-70,SEAT,11/12/2019,NA,NA,627.72,2005,September,NA,NA,Y,11/12/2019,,
Insuro,Incompleterequest,6390,NA,10561,3014,May-70,SEAT,11/12/2019,NA,NA,368.52,2005,September,Y,NA,NA,11/12/2019,,
Seguros International Ltd.,Calculatenewpremium,6391,NA,13551,3454,May-93,OPEL,11/12/2019,NA,NA,320.04,2009,August,Y,NA,NA,11/12/2019,,
T&B,Calculatenewpremium,6392,NA,13552,3231,Jul-47,TOYOTA,11/12/2019,NA,NA,882.36,2019,September,NA,NA,Y,11/12/2019,,
Seguros International Ltd.,Incompleterequest,6393,NA,13553,4708,Oct-83,VOLKSWAGEN,11/12/2019,NA,NA,761.16,2011,February,NA,NA,Y,11/12/2019,,
T&B,Waitresponsebackoffice,6394,11351,13554,3233,Oct-60,HYUNDAI,11/12/2019,11/12/2019,11/15/2019,415.2,2007,July,NA,Y,NA,11/14/2019,,
Seguros International Ltd.,Calculatenewpremium,6395,NA,12077,6717,Dec-90,RENAULT,11/12/2019,NA,NA,316.68,2018,May,Y,NA,NA,11/12/2019,,
T&B,Incompleterequest,6396,NA,13555,2982,Dec-68,SUZUKI,11/12/2019,NA,NA,803.64,2007,September,NA,Y,NA,11/12/2019,,
Seguros International Ltd.,Policycreated,6397,11352,13553,4708,Oct-83,VOLKSWAGEN,11/12/2019,11/12/2019,11/13/2019,761.16,2011,February,NA,NA,Y,11/13/2019,,
other,Waitresponsebackoffice,6398,11353,13556,1422,Feb-85,FORD,11/12/2019,11/12/2019,11/13/2019,904.44,2015,August,NA,Y,NA,11/12/2019,,
Seguros International Ltd.,Personaloffer,6399,NA,13557,3249,Feb-96,SEAT,11/12/2019,NA,NA,1049.16,2004,August,Y,NA,NA,11/13/2019,,
T&B,Tailoredofferrejected,6400,NA,13558,5927,Jun-39,KIA,11/12/2019,NA,NA,0,2017,September,N,N,N,11/13/2019,,
T&B,Calculatenewpremium,6401,NA,12771,8064,May-69,KIA,11/12/2019,NA,NA,398.04,2006,July,NA,NA,Y,11/12/2019,,
T&B,Personaloffer,6402,NA,12771,8064,May-69,KIA,11/12/2019,NA,NA,266.28,2006,July,Y,NA,NA,11/13/2019,,
T&B,Incompleterequest,6403,NA,13559,2324,Dec-77,OPEL,11/12/2019,NA,NA,438.36,1999,July,Y,NA,NA,11/12/2019,,
T&B,Personaloffer,6404,NA,13560,2241,Jul-44,MERCEDES-BENZ,11/12/2019,NA,NA,380.28,2006,July,Y,NA,NA,11/13/2019,,
T&B,Calculatenewpremium,6405,NA,13561,7064,Feb-98,PEUGEOT,11/12/2019,NA,NA,1134.84,2005,January,NA,Y,NA,11/12/2019,,
Seguros International Ltd.,Calculatenewpremium,6406,NA,12444,6715,Jul-93,TOYOTA,11/12/2019,NA,NA,276.48,2011,October,NA,NA,Y,11/12/2019,,
Seguros International Ltd.,Incompleterequest,6407,NA,13562,5061,Jun-92,PEUGEOT,11/12/2019,NA,NA,266.76,2004,March,Y,NA,NA,11/12/2019,,
Seguros International Ltd.,Policycreated,6408,11354,13523,3817,Aug-95,MINI,11/12/2019,11/12/2019,11/13/2019,320.04,2002,March,Y,NA,NA,11/12/2019,,
Seguros International Ltd.,Policycreated,6409,11355,13562,5061,Jun-92,PEUGEOT,11/12/2019,11/12/2019,12/1/2019,266.76,2004,March,Y,NA,NA,11/12/2019,,
T&B,Incompleterequest,6410,NA,13563,9743,Aug-82,DAIHATSU,11/12/2019,NA,NA,528.96,2009,March,Y,NA,NA,11/12/2019,,
other,Incompleterequest,6411,NA,13564,3401,Sep-93,NISSAN,11/12/2019,NA,NA,578.04,2003,March,Y,NA,NA,11/12/2019,,
T&B,Incompleterequest,6412,NA,13565,7601,Feb-68,VOLKSWAGEN,11/12/2019,NA,NA,472.44,2011,August,NA,NA,Y,11/12/2019,,
other,Tailoredofferrejected,6413,NA,13566,6006,Oct-42,SKODA,11/12/2019,NA,NA,0,2012,January,N,N,N,11/13/2019,,
T&B,Calculatenewpremium,6414,NA,13567,3319,Nov-38,VOLVO,11/12/2019,NA,NA,NA,2006,January,N,N,N,11/12/2019,,
T&B,Personaloffer,6415,NA,13568,7545,Jun-61,RENAULT,11/12/2019,NA,NA,297.36,2005,February,Y,NA,NA,11/13/2019,,
T&B,Personaloffer,6416,NA,13569,4761,Aug-62,VOLKSWAGEN,11/12/2019,NA,NA,291.84,2006,February,Y,NA,NA,11/13/2019,,
T&B,Calculatenewpremium,6417,NA,13570,7061,Mar-37,MAZDA,11/12/2019,NA,NA,NA,2013,February,N,N,N,11/12/2019,,
T&B,Calculatenewpremium,6418,NA,13571,9671,Oct-80,MINI,11/12/2019,NA,NA,350.64,2005,April,NA,NA,Y,11/12/2019,,
T&B,Incompleterequest,6419,NA,13174,6826,Aug-70,VOLKSWAGEN,11/12/2019,NA,NA,451.44,1999,October,Y,NA,NA,11/12/2019,,
Seguros International Ltd.,Waitresponsebackoffice,6420,11356,13428,2133,Apr-70,FORD,11/12/2019,11/12/2019,1/1/2020,260.28,2012,January,NA,NA,Y,11/13/2019,,
Insuro,Calculatenewpremium,6421,NA,10679,1052,Jan-91,MERCEDES-BENZ,11/12/2019,NA,NA,768.12,2014,December,NA,Y,NA,11/12/2019,,
T&B,Incompleterequest,6422,NA,13572,7553,Feb-52,OPEL,11/12/2019,NA,NA,654.36,2014,May,NA,NA,Y,11/12/2019,,
T&B,Calculatenewpremium,6423,NA,13573,7711,Jul-90,NISSAN,11/12/2019,NA,NA,649.68,2005,May,NA,Y,NA,11/12/2019,,
Seguros International Ltd.,Calculatenewpremium,6424,NA,13553,4708,Oct-83,CHEVROLET USA,11/12/2019,NA,NA,0,2011,June,N,N,N,11/12/2019,,
Seguros International Ltd.,Personaloffer,6425,NA,13553,4708,Oct-83,CHEVROLET USA,11/12/2019,NA,NA,2082.84,2011,June,NA,NA,Y,11/14/2019,,
Seguros International Ltd.,Calculatenewpremium,6426,NA,13574,3893,Jan-60,OPEL,11/13/2019,NA,NA,410.04,2012,May,NA,NA,Y,11/13/2019,,
Seguros International Ltd.,Incompleterequest,6427,NA,13574,3893,Jan-60,OPEL,11/13/2019,NA,NA,410.04,2012,May,NA,NA,Y,11/13/2019,,
other,Incompleterequest,6428,NA,13575,2923,Oct-54,CITROEN,11/13/2019,NA,NA,286.68,2014,September,NA,Y,NA,11/13/2019,,
Seguros International Ltd.,Personaloffer,6429,NA,13576,2692,Nov-93,SUZUKI,11/13/2019,NA,NA,261.24,2005,October,Y,NA,NA,11/13/2019,,
T&B,Tailoredofferrejected,6430,NA,13577,6871,Apr-00,VOLKSWAGEN,11/13/2019,NA,NA,2553.96,2005,April,NA,Y,NA,11/13/2019,,
Seguros International Ltd.,Incompleterequest,6431,NA,13578,7695,Mar-54,FORD,11/13/2019,NA,NA,502.68,2014,April,NA,NA,Y,11/13/2019,,
T&B,Calculatenewpremium,6432,NA,13579,1852,Jun-46,OPEL,11/13/2019,NA,NA,531.24,2018,February,NA,NA,Y,11/13/2019,,
Insuro,Personaloffer,6433,NA,13580,5627,Nov-92,OPEL,11/13/2019,NA,NA,512.52,2007,January,Y,NA,NA,11/13/2019,,
T&B,Personaloffer,6434,NA,13509,6212,May-48,AUDI,11/13/2019,NA,NA,385.08,2003,April,Y,NA,NA,11/13/2019,,
T&B,Personaloffer,1670,NA,13510,9761,Aug-40,DACIA,11/13/2019,NA,NA,307.44,2010,February,NA,Y,NA,11/13/2019,,
T&B,Incompleterequest,6435,NA,13581,7544,Nov-48,AUDI,11/13/2019,NA,NA,664.44,2010,April,NA,Y,NA,11/13/2019,,
T&B,Personaloffer,6436,NA,13511,3191,Oct-41,NISSAN,11/13/2019,NA,NA,311.4,2010,July,NA,Y,NA,11/13/2019,,
T&B,Personaloffer,1671,NA,13513,7161,May-40,PEUGEOT,11/13/2019,NA,NA,499.8,2016,September,NA,NA,Y,11/13/2019,,
other,Calculatenewpremium,6437,NA,13582,5404,Sep-31,RENAULT,11/13/2019,NA,NA,NA,2018,September,N,N,N,11/13/2019,,
Seguros International Ltd.,Incompleterequest,6438,NA,13583,6902,Oct-54,VOLKSWAGEN,11/13/2019,NA,NA,415.08,2018,September,NA,NA,Y,11/13/2019,,
T&B,Incompleterequest,6439,NA,13579,1852,Jun-46,OPEL,11/13/2019,NA,NA,498.24,2018,February,NA,NA,Y,11/13/2019,,
Seguros International Ltd.,Incompleterequest,6440,NA,13584,6226,Jan-57,KIA,11/13/2019,NA,NA,750.24,2009,October,NA,NA,Y,11/13/2019,,
Seguros International Ltd.,Policycreated,6441,11357,13412,8231,Sep-82,FORD,11/13/2019,11/13/2019,12/17/2019,556.68,2013,December,NA,NA,Y,11/13/2019,,
T&B,Personaloffer,6442,NA,12552,2761,May-44,PEUGEOT,11/13/2019,NA,NA,372,2005,September,Y,NA,NA,11/13/2019,,
other,Calculatenewpremium,6443,NA,13585,2623,Mar-50,HYUNDAI,11/13/2019,NA,NA,336.6,2010,January,NA,Y,NA,11/13/2019,,
T&B,Calculatenewpremium,6444,NA,13586,1423,Apr-62,SEAT,11/13/2019,NA,NA,256.68,2001,July,Y,NA,NA,11/13/2019,,
T&B,Personaloffer,6445,NA,13520,7771,Jun-40,VOLKSWAGEN,11/13/2019,NA,NA,649.44,2004,March,Y,NA,NA,11/13/2019,,
other,Calculatenewpremium,6446,NA,13587,8242,NA,SUZUKI,11/13/2019,NA,NA,579.6,2003,March,NA,NA,Y,11/13/2019,,
T&B,Tailoredofferwithdrawn,6447,NA,13588,3972,Nov-43,MITSUBISHI,11/13/2019,NA,NA,0,2010,November,N,N,N,11/13/2019,,
T&B,Personaloffer,1672,NA,13513,7161,May-40,PEUGEOT,11/13/2019,NA,NA,499.8,2016,September,NA,NA,Y,11/13/2019,,
T&B,Personaloffer,6448,NA,13589,5223,Sep-85,CITROEN,11/13/2019,NA,NA,470.64,2013,February,NA,Y,NA,11/13/2019,,
Seguros International Ltd.,Incompleterequest,6449,NA,13590,8271,Feb-92,PEUGEOT,11/13/2019,NA,NA,651.84,2014,February,NA,NA,Y,11/13/2019,,
T&B,Incompleterequest,6450,NA,13591,5527,May-45,FORD,11/13/2019,NA,NA,680.76,2013,January,NA,NA,Y,11/13/2019,,
T&B,Calculatenewpremium,6451,NA,13592,3201,Jun-39,FIAT,11/13/2019,NA,NA,NA,2006,March,N,N,N,11/13/2019,,
Seguros International Ltd.,Calculatenewpremium,6452,NA,13593,1061,Nov-95,SEAT,11/13/2019,NA,NA,NA,2006,June,N,N,N,11/13/2019,,
Insuro,Incompleterequest,6453,NA,13291,3513,Apr-90,PEUGEOT,11/13/2019,NA,NA,412.32,2011,January,NA,Y,NA,11/13/2019,,
other,Personaloffer,6454,NA,13587,8242,NA,SUZUKI,11/13/2019,NA,NA,350.4,2003,March,Y,NA,NA,11/13/2019,,
T&B,Personaloffer,6455,NA,13588,3972,Nov-43,MITSUBISHI,11/13/2019,NA,NA,315.12,2010,November,NA,Y,NA,11/13/2019,,
other,Incompleterequest,6456,NA,13594,4541,Feb-60,MAZDA,11/13/2019,NA,NA,752.76,2018,April,NA,NA,Y,11/13/2019,,
T&B,Incompleterequest,6457,NA,13595,6576,Jul-46,DACIA,11/13/2019,NA,NA,637.2,2019,May,NA,NA,Y,11/13/2019,,
T&B,Incompleterequest,6458,NA,13596,5221,Oct-54,HONDA,11/13/2019,NA,NA,663.36,2017,April,NA,NA,Y,11/13/2019,,
T&B,Calculatenewpremium,6459,NA,13565,7601,Feb-68,VOLKSWAGEN,11/13/2019,NA,NA,465,2011,August,NA,NA,Y,11/13/2019,,
T&B,Incompleterequest,6460,NA,13596,5221,Oct-54,HONDA,11/13/2019,NA,NA,663.36,2017,April,NA,NA,Y,11/13/2019,,
